,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
30526,2016-01-01,2016-05-10,Kepler-830 b,Kepler-830,Transit,Kepler,1,1,11.29695137,,1.7,,,0,,Published Confirmed,
30538,2016-01-01,2016-05-10,Kepler-831 b,Kepler-831,Transit,Kepler,1,1,5.62153941,,1.27,,,0,,Published Confirmed,
30544,2016-01-01,2016-05-10,Kepler-832 b,Kepler-832,Transit,Kepler,1,1,7.1396941,,2.06,,,0,,Published Confirmed,
30556,2016-01-01,2016-05-10,Kepler-833 b,Kepler-833,Transit,Kepler,1,1,18.7546998,,2.02,,,0,,Published Confirmed,
30566,2016-01-01,2016-05-10,Kepler-834 b,Kepler-834,Transit,Kepler,1,1,13.32388301,,2.02,,,0,,Published Confirmed,
30574,2016-01-01,2016-05-10,Kepler-835 b,Kepler-835,Transit,Kepler,1,1,11.41909375,,2.79,,,0,,Published Confirmed,
30589,2016-01-01,2016-05-10,Kepler-836 b,Kepler-836,Transit,Kepler,1,1,11.36112327,,2.73,,,0,,Published Confirmed,
30593,2016-01-01,2016-05-10,Kepler-837 b,Kepler-837,Transit,Kepler,1,1,16.56059504,,2.56,,,0,,Published Confirmed,
30602,2016-01-01,2016-05-10,Kepler-838 b,Kepler-838,Transit,Kepler,1,1,15.74957994,,2.73,,,0,,Published Confirmed,
30613,2016-01-01,2016-05-10,Kepler-839 b,Kepler-839,Transit,Kepler,1,1,37.8144514,,2.57,,,0,,Published Confirmed,
30624,2012-01-01,2014-05-14,Kepler-84 b,Kepler-84,Transit,Kepler,1,5,8.726,,2.23,,,0,,Published Confirmed,
30634,2012-01-01,2014-05-14,Kepler-84 c,Kepler-84,Transit,Kepler,1,5,12.883,,2.36,,,0,,Published Confirmed,
30649,2014-01-01,2014-05-14,Kepler-84 d,Kepler-84,Transit,Kepler,1,5,4.224537,0.052,1.38,,,0,,Published Confirmed,
30652,2014-01-01,2014-05-14,Kepler-84 e,Kepler-84,Transit,Kepler,1,5,27.434389,0.181,2.6,,,0,,Published Confirmed,
30663,2014-01-01,2014-05-14,Kepler-84 f,Kepler-84,Transit,Kepler,1,5,44.552169,0.25,2.2,,,0,,Published Confirmed,
30678,2016-01-01,2016-05-10,Kepler-841 b,Kepler-841,Transit,Kepler,1,1,124.4198398,,5.23,,,0,,Published Confirmed,
30685,2016-01-01,2016-05-10,Kepler-842 b,Kepler-842,Transit,Kepler,1,1,1.21956827,,1.6,,,0,,Published Confirmed,
30693,2016-01-01,2016-05-10,Kepler-843 b,Kepler-843,Transit,Kepler,1,1,2.05387982,,2.59,,,0,,Published Confirmed,
30702,2016-01-01,2016-05-10,Kepler-844 b,Kepler-844,Transit,Kepler,1,1,2.61302086,,1.68,,,0,,Published Confirmed,
30711,2016-01-01,2016-05-10,Kepler-845 b,Kepler-845,Transit,Kepler,1,1,0.92785982,,2.04,,,0,,Published Confirmed,
30721,2016-01-01,2016-05-10,Kepler-846 b,Kepler-846,Transit,Kepler,1,1,19.80792185,,2.48,,,0,,Published Confirmed,
30732,2016-01-01,2016-05-10,Kepler-847 b,Kepler-847,Transit,Kepler,1,1,2.3432319,,1.18,,,0,,Published Confirmed,
30737,2016-01-01,2016-05-10,Kepler-848 b,Kepler-848,Transit,Kepler,1,1,6.91134416,,1.7,,,0,,Published Confirmed,
30754,2016-01-01,2024-09-13,Kepler-849 b,Kepler-849,Transit,Kepler,1,1,394.62508,1.137,8.082,2.86,363.0,0,298.7587,Published Confirmed,4.573860016003985
30758,2012-01-01,2024-06-10,Kepler-85 b,Kepler-85,Transit,Kepler,1,4,8.3,,1.778,,,0,1.84,Published Confirmed,0.5820419804104914
30775,2012-01-01,2024-06-10,Kepler-85 c,Kepler-85,Transit,Kepler,1,4,12.51,,1.978,,,0,2.15,Published Confirmed,0.5495230140238274
30786,2014-01-01,2014-05-14,Kepler-85 d,Kepler-85,Transit,Kepler,1,4,17.91323,0.13,1.2,,,0,,Published Confirmed,
30798,2014-01-01,2014-05-14,Kepler-85 e,Kepler-85,Transit,Kepler,1,4,25.216751,0.163,1.27,,,0,,Published Confirmed,
30807,2016-01-01,2016-05-10,Kepler-850 b,Kepler-850,Transit,Kepler,1,1,7.19303878,,1.78,,,0,,Published Confirmed,
30812,2016-01-01,2016-05-10,Kepler-851 b,Kepler-851,Transit,Kepler,1,1,8.50699658,,1.68,,,0,,Published Confirmed,
30818,2016-01-01,2016-05-10,Kepler-852 b,Kepler-852,Transit,Kepler,1,1,44.9309804,,2.54,,,0,,Published Confirmed,
30834,2016-01-01,2016-05-10,Kepler-853 b,Kepler-853,Transit,Kepler,1,1,7.16892463,,1.69,,,0,,Published Confirmed,
30841,2016-01-01,2016-05-10,Kepler-855 b,Kepler-855,Transit,Kepler,1,1,7.8866311,,8.35,,,0,,Published Confirmed,
30853,2016-01-01,2016-05-10,Kepler-856 b,Kepler-856,Transit,Kepler,1,1,8.02768059,,9.3,,,0,,Published Confirmed,
30859,2016-01-01,2016-05-10,Kepler-857 b,Kepler-857,Transit,Kepler,1,1,85.35129427,,6.8,,,0,,Published Confirmed,
30869,2016-01-01,2016-05-10,Kepler-858 b,Kepler-858,Transit,Kepler,1,1,76.13602028,,4.87,,,0,,Published Confirmed,
30881,2016-01-01,2016-05-10,Kepler-859 b,Kepler-859,Transit,Kepler,1,1,20.38177573,,3.09,,,0,,Published Confirmed,
30893,2016-01-01,2016-05-10,Kepler-860 b,Kepler-860,Transit,Kepler,1,1,5.10137945,,3.24,,,0,,Published Confirmed,
30909,2016-01-01,2016-05-10,Kepler-861 b,Kepler-861,Transit,Kepler,1,1,3.94963138,,2.28,,,0,,Published Confirmed,
30914,2016-01-01,2016-05-10,Kepler-862 b,Kepler-862,Transit,Kepler,1,1,3.14866453,,2.21,,,0,,Published Confirmed,
30929,2016-01-01,2016-05-10,Kepler-863 b,Kepler-863,Transit,Kepler,1,1,15.59461874,,2.9,,,0,,Published Confirmed,
30935,2016-01-01,2016-05-10,Kepler-864 b,Kepler-864,Transit,Kepler,1,2,5.83376092,,2.4,,,0,,Published Confirmed,
30942,2023-01-01,2017-05-08,Kepler-864 c,Kepler-864,Transit,Kepler,1,2,2.42150341,0.0382,1.62,1305.04,1532.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
30950,2016-01-01,2016-05-10,Kepler-865 b,Kepler-865,Transit,Kepler,1,2,14.16399294,,2.49,,,0,,Published Confirmed,
30962,2023-01-01,2017-05-08,Kepler-865 c,Kepler-865,Transit,Kepler,1,2,6.20920207,0.061,0.89,164.98,914.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
30966,2016-01-01,2016-05-10,Kepler-866 b,Kepler-866,Transit,Kepler,1,1,2.61703254,,1.63,,,0,,Published Confirmed,
30974,2016-01-01,2016-05-10,Kepler-867 b,Kepler-867,Transit,Kepler,1,1,150.242127,,4.64,,,0,,Published Confirmed,
30987,2016-01-01,2016-05-10,Kepler-868 b,Kepler-868,Transit,Kepler,1,1,5.03251791,,2.05,,,0,,Published Confirmed,
30995,2016-01-01,2016-05-10,Kepler-869 b,Kepler-869,Transit,Kepler,1,1,40.4287755,,3.61,,,0,,Published Confirmed,
31007,2013-01-01,2014-05-14,Kepler-87 b,Kepler-87,Transit,Kepler,1,2,114.73635,0.481,13.49,,478.0,0,324.2,Published Confirmed,1.7815134731764628
31018,2013-01-01,2014-05-14,Kepler-87 c,Kepler-87,Transit,Kepler,1,2,191.2318,0.676,6.14,,403.0,0,6.4,Published Confirmed,0.16976307440927754
31021,2016-01-01,2016-05-10,Kepler-870 b,Kepler-870,Transit,Kepler,1,1,21.3587621,,2.78,,,0,,Published Confirmed,
31036,2016-01-01,2016-05-10,Kepler-871 b,Kepler-871,Transit,Kepler,1,1,22.0459018,,3.74,,,0,,Published Confirmed,
31047,2016-01-01,2016-05-10,Kepler-872 b,Kepler-872,Transit,Kepler,1,1,2.57885507,,1.99,,,0,,Published Confirmed,
31053,2016-01-01,2016-05-10,Kepler-873 b,Kepler-873,Transit,Kepler,1,1,20.5533844,,3.75,,,0,,Published Confirmed,
31063,2016-01-01,2016-05-10,Kepler-874 b,Kepler-874,Transit,Kepler,1,1,40.0686727,,3.94,,,0,,Published Confirmed,
31078,2016-01-01,2016-05-10,Kepler-875 b,Kepler-875,Transit,Kepler,1,1,27.5073799,,2.9,,,0,,Published Confirmed,
31082,2016-01-01,2016-05-10,Kepler-876 b,Kepler-876,Transit,Kepler,1,1,5.14438011,,1.43,,,0,,Published Confirmed,
31090,2016-01-01,2016-05-10,Kepler-877 b,Kepler-877,Transit,Kepler,1,1,18.45847097,,2.12,,,0,,Published Confirmed,
31105,2016-01-01,2016-05-10,Kepler-878 b,Kepler-878,Transit,Kepler,1,1,25.9422033,,1.93,,,0,,Published Confirmed,
31116,2016-01-01,2016-05-10,Kepler-879 b,Kepler-879,Transit,Kepler,1,1,33.3855938,,2.57,,,0,,Published Confirmed,
31123,2016-01-01,2016-05-10,Kepler-880 b,Kepler-880,Transit,Kepler,1,2,7.71468975,,2.66,,,0,,Published Confirmed,
31131,2023-01-01,2017-05-08,Kepler-880 c,Kepler-880,Transit,Kepler,1,2,11.8061737,0.1216,2.87,926.72,1407.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
31140,2016-01-01,2016-05-10,Kepler-881 b,Kepler-881,Transit,Kepler,1,1,4.44448017,,1.78,,,0,,Published Confirmed,
31143,2016-01-01,2016-05-10,Kepler-882 b,Kepler-882,Transit,Kepler,1,1,3.98953967,,1.23,,,0,,Published Confirmed,
31154,2016-01-01,2016-05-10,Kepler-883 b,Kepler-883,Transit,Kepler,1,1,12.98495573,,1.78,,,0,,Published Confirmed,
31165,2016-01-01,2016-05-10,Kepler-884 b,Kepler-884,Transit,Kepler,1,1,5.69919514,,1.23,,,0,,Published Confirmed,
31169,2016-01-01,2016-05-10,Kepler-885 b,Kepler-885,Transit,Kepler,1,1,18.11472949,,2.5,,,0,,Published Confirmed,
31183,2016-01-01,2016-05-10,Kepler-886 b,Kepler-886,Transit,Kepler,1,1,6.24146367,,1.52,,,0,,Published Confirmed,
31189,2016-01-01,2016-05-10,Kepler-887 b,Kepler-887,Transit,Kepler,1,2,20.42228798,,1.84,,,0,,Published Confirmed,
31206,2016-01-01,2016-05-10,Kepler-887 c,Kepler-887,Transit,Kepler,1,2,7.63846023,,1.13,,,0,,Published Confirmed,
31214,2016-01-01,2016-05-10,Kepler-888 b,Kepler-888,Transit,Kepler,1,1,70.6979061,,1.76,,,0,,Published Confirmed,
31219,2016-01-01,2016-05-10,Kepler-889 b,Kepler-889,Transit,Kepler,1,1,3.744439,,1.09,,,0,,Published Confirmed,
31227,2016-01-01,2016-05-10,Kepler-890 b,Kepler-890,Transit,Kepler,1,1,52.75875577,,8.89,,,0,,Published Confirmed,
31241,2016-01-01,2016-05-10,Kepler-891 b,Kepler-891,Transit,Kepler,1,1,53.44945593,,6.41,,,0,,Published Confirmed,
31256,2016-01-01,2016-05-10,Kepler-892 b,Kepler-892,Transit,Kepler,1,1,13.7521072,,2.81,,,0,,Published Confirmed,
31262,2016-01-01,2016-05-10,Kepler-893 b,Kepler-893,Transit,Kepler,1,1,6.33855761,,3.03,,,0,,Published Confirmed,
31270,2016-01-01,2016-05-10,Kepler-894 b,Kepler-894,Transit,Kepler,1,1,9.803224,,2.78,,,0,,Published Confirmed,
31284,2016-01-01,2016-05-10,Kepler-895 b,Kepler-895,Transit,Kepler,1,1,2.80624233,,1.54,,,0,,Published Confirmed,
31293,2016-01-01,2016-05-10,Kepler-896 b,Kepler-896,Transit,Kepler,1,2,144.547396,,2.53,,,0,,Published Confirmed,
31300,2023-01-01,2017-05-08,Kepler-896 c,Kepler-896,Transit,Kepler,1,2,29.5422566,0.1792,3.15,16.56,515.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
31306,2016-01-01,2016-05-10,Kepler-897 b,Kepler-897,Transit,Kepler,1,1,8.0472642,,2.39,,,0,,Published Confirmed,
31319,2016-01-01,2016-05-10,Kepler-898 b,Kepler-898,Transit,Kepler,1,1,5.8706191,,1.49,,,0,,Published Confirmed,
31326,2016-01-01,2016-05-10,Kepler-899 b,Kepler-899,Transit,Kepler,1,1,19.17891293,,2.68,,,0,,Published Confirmed,
31339,2010-01-01,2019-07-11,Kepler-9 b,Kepler-9,Transit,Kepler,1,3,19.23891,0.143,8.29,,,0,43.4,Published Confirmed,0.6315106345517805
31359,2010-01-01,2019-07-11,Kepler-9 c,Kepler-9,Transit,Kepler,1,3,38.9853,0.227,8.08,,,0,29.9,Published Confirmed,0.4579820605822958
31363,2010-01-01,2014-05-14,Kepler-9 d,Kepler-9,Transit,Kepler,1,3,1.592851,0.0273,1.64,,2026.0,0,,Published Confirmed,
31368,2017-01-01,2017-12-14,Kepler-90 i,KOI-351,Transit,Kepler,1,8,14.44912,,1.32,,709.0,0,,Published Confirmed,
31379,2016-01-01,2016-05-10,Kepler-900 b,Kepler-900,Transit,Kepler,1,1,6.9913086,,2.08,,,0,,Published Confirmed,
31389,2016-01-01,2016-05-10,Kepler-901 b,Kepler-901,Transit,Kepler,1,1,3.51749439,,1.37,,,0,,Published Confirmed,
31391,2016-01-01,2016-05-10,Kepler-902 b,Kepler-902,Transit,Kepler,1,1,40.1099547,,2.54,,,0,,Published Confirmed,
31408,2016-01-01,2016-05-10,Kepler-903 b,Kepler-903,Transit,Kepler,1,2,10.3507721,,2.01,,,0,,Published Confirmed,
31418,2016-01-01,2016-05-10,Kepler-903 c,Kepler-903,Transit,Kepler,1,2,62.9228557,,2.53,,,0,,Published Confirmed,
31425,2016-01-01,2016-05-10,Kepler-904 b,Kepler-904,Transit,Kepler,1,1,3.02166863,,1.77,,,0,,Published Confirmed,
31437,2016-01-01,2016-05-10,Kepler-905 b,Kepler-905,Transit,Kepler,1,1,5.08274652,,1.41,,,0,,Published Confirmed,
31443,2016-01-01,2016-05-10,Kepler-906 b,Kepler-906,Transit,Kepler,1,1,41.6979976,,2.11,,,0,,Published Confirmed,
31457,2016-01-01,2016-05-10,Kepler-907 b,Kepler-907,Transit,Kepler,1,1,15.86621821,,1.2,,,0,,Published Confirmed,
31466,2016-01-01,2016-05-10,Kepler-908 b,Kepler-908,Transit,Kepler,3,1,1.34059747,,1.22,,,0,,Published Confirmed,
31470,2016-01-01,2016-05-10,Kepler-909 b,Kepler-909,Transit,Kepler,1,1,13.93290318,,1.47,,,0,,Published Confirmed,
31484,2013-01-01,2015-10-15,Kepler-91 b,Kepler-91,Transit,Kepler,1,1,6.24658,0.0731,15.323,,2040.0,0,257.4423,Published Confirmed,1.0964587649815003
31496,2016-01-01,2016-05-10,Kepler-910 b,Kepler-910,Transit,Kepler,1,1,2.36436901,,0.82,,,0,,Published Confirmed,
31506,2016-01-01,2016-05-10,Kepler-911 b,Kepler-911,Transit,Kepler,1,1,20.310501,,2.6,,,0,,Published Confirmed,
31517,2016-01-01,2016-05-10,Kepler-912 b,Kepler-912,Transit,Kepler,1,1,2.53475627,,2.8,,,0,,Published Confirmed,
31526,2016-01-01,2016-05-10,Kepler-913 b,Kepler-913,Transit,Kepler,1,2,10.29672521,,2.06,,,0,,Published Confirmed,
31537,2021-01-01,2021-12-05,Kepler-913 c,Kepler-913,Transit,Kepler,1,2,5.93911982,,3.858,,,0,,Published Confirmed,
31544,2016-01-01,2016-05-10,Kepler-914 b,Kepler-914,Transit,Kepler,1,1,4.40966548,,1.38,,,0,,Published Confirmed,
31553,2016-01-01,2016-05-10,Kepler-915 b,Kepler-915,Transit,Kepler,1,1,4.59489604,,1.5,,,0,,Published Confirmed,
31558,2016-01-01,2016-05-10,Kepler-916 b,Kepler-916,Transit,Kepler,1,1,32.2968798,,1.76,,,0,,Published Confirmed,
31565,2016-01-01,2016-05-10,Kepler-917 b,Kepler-917,Transit,Kepler,1,1,2.97041437,,1.91,,,0,,Published Confirmed,
31577,2016-01-01,2016-05-10,Kepler-918 b,Kepler-918,Transit,Kepler,1,1,4.85386933,,1.74,,,0,,Published Confirmed,
31583,2016-01-01,2016-05-10,Kepler-919 b,Kepler-919,Transit,Kepler,1,1,11.04603384,,2.25,,,0,,Published Confirmed,
31594,2013-01-01,2014-05-14,Kepler-92 b,Kepler-92,Transit,Kepler,1,3,13.749,,3.51,,,0,64.3,Published Confirmed,5.2191134812217435
31611,2013-01-01,2014-05-14,Kepler-92 c,Kepler-92,Transit,Kepler,1,3,26.723,,2.6,,,0,6.1,Published Confirmed,0.9023668639053254
31618,2015-01-01,2015-05-21,Kepler-92 d,Kepler-92,Transit,Kepler,1,3,49.3568,,2.067,,,0,,Published Confirmed,
31630,2016-01-01,2016-05-10,Kepler-920 b,Kepler-920,Transit,Kepler,1,2,6.53192704,,2.42,,,0,,Published Confirmed,
31643,2016-01-01,2016-05-10,Kepler-920 c,Kepler-920,Transit,Kepler,1,2,100.8274113,,3.8,,,0,,Published Confirmed,
31655,2016-01-01,2016-05-10,Kepler-921 b,Kepler-921,Transit,Kepler,1,1,51.300634,,2.87,,,0,,Published Confirmed,
31660,2016-01-01,2016-05-10,Kepler-922 b,Kepler-922,Transit,Kepler,1,1,0.93846683,,1.42,,,0,,Published Confirmed,
31667,2016-01-01,2016-05-10,Kepler-923 b,Kepler-923,Transit,Kepler,1,1,6.93366476,,1.38,,,0,,Published Confirmed,
31683,2016-01-01,2016-05-10,Kepler-924 b,Kepler-924,Transit,Kepler,1,1,61.0370117,,3.07,,,0,,Published Confirmed,
31693,2016-01-01,2016-05-10,Kepler-925 b,Kepler-925,Transit,Kepler,1,1,33.8678531,,2.34,,,0,,Published Confirmed,
31700,2016-01-01,2016-05-10,Kepler-926 b,Kepler-926,Transit,Kepler,1,1,52.0688601,,2.31,,,0,,Published Confirmed,
31706,2016-01-01,2016-05-10,Kepler-927 b,Kepler-927,Transit,Kepler,1,1,9.1149903,,1.72,,,0,,Published Confirmed,
31718,2016-01-01,2016-05-10,Kepler-928 b,Kepler-928,Transit,Kepler,1,1,3.9324613,,1.59,,,0,,Published Confirmed,
31730,2016-01-01,2016-05-10,Kepler-929 b,Kepler-929,Transit,Kepler,1,1,0.92103214,,1.11,,,0,,Published Confirmed,
31738,2014-01-01,2023-04-17,Kepler-93 b,Kepler-93,Transit,Kepler,1,2,4.72673978,0.05343,1.478,275.0,1133.0,0,4.66,Published Confirmed,2.1332268856169234
31749,2016-01-01,2016-05-10,Kepler-930 b,Kepler-930,Transit,Kepler,1,1,71.4517775,,2.13,,,0,,Published Confirmed,
31763,2016-01-01,2016-05-10,Kepler-931 b,Kepler-931,Transit,Kepler,1,1,8.03755877,,1.33,,,0,,Published Confirmed,
31773,2016-01-01,2016-05-10,Kepler-932 b,Kepler-932,Transit,Kepler,1,1,1.9214374,,1.37,,,0,,Published Confirmed,
31784,2016-01-01,2016-05-10,Kepler-933 b,Kepler-933,Transit,Kepler,1,1,14.20443009,,2.46,,,0,,Published Confirmed,
31789,2016-01-01,2016-05-10,Kepler-934 b,Kepler-934,Transit,Kepler,1,1,55.6738309,,2.09,,,0,,Published Confirmed,
31801,2016-01-01,2016-05-10,Kepler-935 b,Kepler-935,Transit,Kepler,1,1,4.88083852,,1.35,,,0,,Published Confirmed,
31807,2016-01-01,2016-05-10,Kepler-936 b,Kepler-936,Transit,Kepler,1,1,10.56134221,,1.45,,,0,,Published Confirmed,
31815,2016-01-01,2016-05-10,Kepler-937 b,Kepler-937,Transit,Kepler,1,2,67.668827,,3.72,,,0,,Published Confirmed,
31830,2016-01-01,2016-05-10,Kepler-937 c,Kepler-937,Transit,Kepler,1,2,153.343364,,2.67,,,0,,Published Confirmed,
31836,2016-01-01,2016-05-10,Kepler-938 b,Kepler-938,Transit,Kepler,1,1,52.6298417,,2.22,,,0,,Published Confirmed,
31851,2016-01-01,2016-05-10,Kepler-939 b,Kepler-939,Transit,Kepler,1,1,14.878296,,1.75,,,0,,Published Confirmed,
31863,2014-01-01,2014-05-14,Kepler-94 b,Kepler-94,Transit,Kepler,1,2,2.50806,,3.51,,,0,10.84,Published Confirmed,0.8798629881250963
31869,2016-01-01,2016-05-10,Kepler-940 b,Kepler-940,Transit,Kepler,1,1,59.6225257,,3.34,,,0,,Published Confirmed,
31883,2016-01-01,2016-05-10,Kepler-941 b,Kepler-941,Transit,Kepler,1,1,17.42395198,,3.08,,,0,,Published Confirmed,
31892,2016-01-01,2016-05-10,Kepler-942 b,Kepler-942,Transit,Kepler,1,1,44.96417488,,2.13,,,0,,Published Confirmed,
31904,2016-01-01,2016-05-10,Kepler-943 b,Kepler-943,Transit,Kepler,1,1,49.7701438,,5.93,,,0,,Published Confirmed,
31914,2016-01-01,2016-05-10,Kepler-944 b,Kepler-944,Transit,Kepler,1,1,43.3167737,,2.63,,,0,,Published Confirmed,
31918,2016-01-01,2016-05-10,Kepler-945 b,Kepler-945,Transit,Kepler,1,1,31.0033814,,2.63,,,0,,Published Confirmed,
31927,2016-01-01,2016-05-10,Kepler-946 b,Kepler-946,Transit,Kepler,1,1,11.79162572,,1.93,,,0,,Published Confirmed,
31942,2016-01-01,2016-05-10,Kepler-947 b,Kepler-947,Transit,Kepler,1,1,26.9644317,,2.28,,,0,,Published Confirmed,
31946,2016-01-01,2016-05-10,Kepler-948 b,Kepler-948,Transit,Kepler,1,1,7.76846622,,1.85,,,0,,Published Confirmed,
31959,2016-01-01,2016-05-10,Kepler-949 b,Kepler-949,Transit,Kepler,1,2,8.6893073,,2.91,,,0,,Published Confirmed,
31964,2023-01-01,2017-05-08,Kepler-949 c,Kepler-949,Transit,Kepler,1,2,20.99757968,0.1394,2.97,27.2,582.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
31977,2014-01-01,2014-05-14,Kepler-95 b,Kepler-95,Transit,Kepler,1,1,11.5231,,3.42,,,0,13.0,Published Confirmed,1.1114530966793201
31987,2016-01-01,2016-05-10,Kepler-950 b,Kepler-950,Transit,Kepler,1,1,98.7180406,,8.98,,,0,,Published Confirmed,
31997,2016-01-01,2016-05-10,Kepler-951 b,Kepler-951,Transit,Kepler,2,1,71.52530845,,5.59,,,0,,Published Confirmed,
32009,2016-01-01,2016-05-10,Kepler-952 b,Kepler-952,Transit,Kepler,1,1,130.3546919,,7.65,,,0,,Published Confirmed,
32021,2016-01-01,2016-05-10,Kepler-953 b,Kepler-953,Transit,Kepler,1,2,88.40655258,,4.21,,,0,,Published Confirmed,
32028,2016-01-01,2016-05-10,Kepler-953 c,Kepler-953,Transit,Kepler,1,2,9.10967112,,1.19,,,0,,Published Confirmed,
32037,2016-01-01,2016-05-10,Kepler-954 b,Kepler-954,Transit,Kepler,1,1,16.78176602,,2.32,,,0,,Published Confirmed,
32043,2016-01-01,2016-05-10,Kepler-955 b,Kepler-955,Transit,Kepler,1,1,14.53244172,,3.13,,,0,,Published Confirmed,
32051,2016-01-01,2016-05-10,Kepler-956 b,Kepler-956,Transit,Kepler,1,1,5.24867263,,3.0,,,0,,Published Confirmed,
32061,2016-01-01,2016-05-10,Kepler-957 b,Kepler-957,Transit,Kepler,1,1,5.90741354,,5.5,,,0,,Published Confirmed,
32075,2016-01-01,2016-05-10,Kepler-958 b,Kepler-958,Transit,Kepler,1,1,9.7678805,,2.06,,,0,,Published Confirmed,
32081,2016-01-01,2016-05-10,Kepler-959 b,Kepler-959,Transit,Kepler,1,1,14.80074836,,4.38,,,0,,Published Confirmed,
32097,2014-01-01,2014-05-14,Kepler-96 b,Kepler-96,Transit,Kepler,1,1,16.2385,,2.67,,,0,8.46,Published Confirmed,1.1867188486302236
32105,2016-01-01,2016-05-10,Kepler-960 b,Kepler-960,Transit,Kepler,1,1,3.12686223,,2.29,,,0,,Published Confirmed,
32115,2016-01-01,2016-05-10,Kepler-961 b,Kepler-961,Transit,Kepler,1,1,16.87727414,,2.55,,,0,,Published Confirmed,
32127,2016-01-01,2016-05-10,Kepler-962 b,Kepler-962,Transit,Kepler,1,1,12.05707239,,1.97,,,0,,Published Confirmed,
32134,2016-01-01,2016-05-10,Kepler-963 b,Kepler-963,Transit,Kepler,1,1,9.97683705,,2.66,,,0,,Published Confirmed,
32141,2016-01-01,2016-05-10,Kepler-964 b,Kepler-964,Transit,Kepler,1,1,13.5225106,,2.12,,,0,,Published Confirmed,
32158,2016-01-01,2016-05-10,Kepler-965 b,Kepler-965,Transit,Kepler,1,1,134.2527298,,3.38,,,0,,Published Confirmed,
32169,2016-01-01,2016-05-10,Kepler-966 b,Kepler-966,Transit,Kepler,1,1,99.747622,,4.13,,,0,,Published Confirmed,
32171,2016-01-01,2016-05-10,Kepler-967 b,Kepler-967,Transit,Kepler,1,2,13.22713379,,2.35,,,0,,Published Confirmed,
32179,2016-01-01,2016-05-10,Kepler-967 c,Kepler-967,Transit,Kepler,1,2,198.7112502,,3.65,,,0,,Published Confirmed,
32195,2016-01-01,2016-05-10,Kepler-968 b,Kepler-968,Transit,Kepler,1,3,3.69298373,,2.0,,,0,,Published Confirmed,
32200,2016-01-01,2016-05-10,Kepler-968 c,Kepler-968,Transit,Kepler,1,3,5.70940492,,1.69,,,0,,Published Confirmed,
32206,2016-01-01,2016-05-10,Kepler-969 b,Kepler-969,Transit,Kepler,1,2,34.1731714,,2.07,,,0,,Published Confirmed,
32217,2016-01-01,2016-05-10,Kepler-969 c,Kepler-969,Transit,Kepler,1,2,1.6829346,,0.99,,,0,,Published Confirmed,
32235,2014-01-01,2014-05-14,Kepler-97 b,Kepler-97,Transit,Kepler,1,2,2.58664,,1.48,,,0,3.51,Published Confirmed,1.6024470416362306
32240,2016-01-01,2022-07-12,Kepler-970 b,Kepler-970,Transit,Kepler,2,1,16.736525,0.139,2.609,,,0,,Published Confirmed,
32248,2016-01-01,2016-05-10,Kepler-971 b,Kepler-971,Transit,Kepler,1,1,9.59070716,,2.13,,,0,,Published Confirmed,
32256,2016-01-01,2016-05-10,Kepler-972 b,Kepler-972,Transit,Kepler,1,1,7.03932553,,4.65,,,0,,Published Confirmed,
32265,2016-01-01,2016-05-10,Kepler-973 b,Kepler-973,Transit,Kepler,1,1,49.6077331,,1.96,,,0,,Published Confirmed,
32279,2016-01-01,2016-05-10,Kepler-974 b,Kepler-974,Transit,Kepler,1,1,4.19449651,,1.57,,,0,,Published Confirmed,
32286,2016-01-01,2016-05-10,Kepler-975 b,Kepler-975,Transit,Kepler,1,2,1.97034246,,1.48,,,0,,Published Confirmed,
32297,2023-01-01,2017-05-08,Kepler-975 c,Kepler-975,Transit,Kepler,1,2,5.05821338,0.0567,10.69,439.8,1168.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
32310,2016-01-01,2016-05-10,Kepler-976 b,Kepler-976,Transit,Kepler,1,1,105.9564148,,3.96,,,0,,Published Confirmed,
32319,2016-01-01,2016-05-10,Kepler-977 b,Kepler-977,Transit,Kepler,1,1,26.85328322,,2.62,,,0,,Published Confirmed,
32327,2016-01-01,2016-05-10,Kepler-978 b,Kepler-978,Transit,Kepler,1,1,49.6221509,,2.99,,,0,,Published Confirmed,
32338,2016-01-01,2016-05-10,Kepler-979 b,Kepler-979,Transit,Kepler,1,1,8.0880135,,2.72,,,0,,Published Confirmed,
32347,2014-01-01,2014-05-14,Kepler-98 b,Kepler-98,Transit,Kepler,1,1,1.54168,,1.99,,,0,3.55,Published Confirmed,0.8964420090401757
32355,2016-01-01,2016-05-10,Kepler-980 b,Kepler-980,Transit,Kepler,1,1,11.55102504,,2.67,,,0,,Published Confirmed,
32367,2016-01-01,2016-05-10,Kepler-981 b,Kepler-981,Transit,Kepler,1,1,4.46975774,,2.31,,,0,,Published Confirmed,
