,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
28625,2016-01-01,2016-05-10,Kepler-687 b,Kepler-687,Transit,Kepler,1,1,20.50586978,,3.52,,,0,,Published Confirmed,
28640,2016-01-01,2016-05-10,Kepler-688 b,Kepler-688,Transit,Kepler,1,1,3.89593684,,9.76,,,0,,Published Confirmed,
28651,2016-01-01,2016-05-10,Kepler-689 b,Kepler-689,Transit,Kepler,1,1,22.36656079,,2.89,,,0,,Published Confirmed,
28660,2013-01-01,2014-05-14,Kepler-69 b,Kepler-69,Transit,Kepler,1,2,13.722341,0.094,2.24,,779.0,0,,Published Confirmed,
28666,2013-01-01,2014-05-14,Kepler-69 c,Kepler-69,Transit,Kepler,1,2,242.4613,0.64,1.71,,299.0,0,,Published Confirmed,
28686,2016-01-01,2016-05-10,Kepler-690 b,Kepler-690,Transit,Kepler,1,1,7.74809437,,5.95,,,0,,Published Confirmed,
28690,2016-01-01,2016-05-10,Kepler-691 b,Kepler-691,Transit,Kepler,1,1,8.114379,,2.09,,,0,,Published Confirmed,
28700,2016-01-01,2016-05-10,Kepler-692 b,Kepler-692,Transit,Kepler,1,1,21.81293494,,3.11,,,0,,Published Confirmed,
28716,2016-01-01,2016-05-10,Kepler-693 b,Kepler-693,Transit,Kepler,2,1,15.37563332,,10.18,,,0,,Published Confirmed,
28724,2016-01-01,2016-05-10,Kepler-694 b,Kepler-694,Transit,Kepler,1,1,6.36584161,,2.8,,,0,,Published Confirmed,
28733,2016-01-01,2016-05-10,Kepler-695 b,Kepler-695,Transit,Kepler,1,1,3.04033042,,9.21,,,0,,Published Confirmed,
28740,2016-01-01,2016-05-10,Kepler-696 b,Kepler-696,Transit,Kepler,1,1,4.19042557,,6.14,,,0,,Published Confirmed,
28750,2016-01-01,2016-05-10,Kepler-697 b,Kepler-697,Transit,Kepler,1,1,3.70987065,,4.13,,,0,,Published Confirmed,
28760,2016-01-01,2016-05-10,Kepler-698 b,Kepler-698,Transit,Kepler,1,1,16.32976218,,3.68,,,0,,Published Confirmed,
28777,2009-01-01,2015-10-15,Kepler-7 b,Kepler-7,Transit,Kepler,1,1,4.8854892,0.06067,18.181,,1630.0,0,140.16303,Published Confirmed,0.4240313277108305
28792,2016-01-01,2016-05-10,Kepler-700 b,Kepler-700,Transit,Kepler,1,1,80.8720639,,5.99,,,0,,Published Confirmed,
28799,2016-01-01,2016-05-10,Kepler-701 b,Kepler-701,Transit,Kepler,1,1,10.35533177,,2.84,,,0,,Published Confirmed,
28813,2016-01-01,2016-05-10,Kepler-702 b,Kepler-702,Transit,Kepler,1,1,10.52629406,,9.17,,,0,,Published Confirmed,
28820,2016-01-01,2016-05-10,Kepler-703 b,Kepler-703,Transit,Kepler,1,1,4.58352176,,8.2,,,0,,Published Confirmed,
28830,2016-01-01,2016-05-10,Kepler-704 b,Kepler-704,Transit,Kepler,1,1,3.76182115,,2.61,,,0,,Published Confirmed,
28834,2016-01-01,2016-05-10,Kepler-705 b,Kepler-705,Transit,Kepler,1,1,56.0560538,,2.11,,,0,,Published Confirmed,
28845,2016-01-01,2016-05-10,Kepler-707 b,Kepler-707,Transit,Kepler,1,1,2.23749275,,1.33,,,0,,Published Confirmed,
28859,2016-01-01,2016-05-10,Kepler-708 b,Kepler-708,Transit,Kepler,1,1,3.16789194,,2.93,,,0,,Published Confirmed,
28868,2016-01-01,2016-05-10,Kepler-709 b,Kepler-709,Transit,Kepler,1,1,16.08524954,,2.92,,,0,,Published Confirmed,
28880,2016-01-01,2016-05-10,Kepler-710 b,Kepler-710,Transit,Kepler,1,1,4.34728553,,1.88,,,0,,Published Confirmed,
28892,2016-01-01,2016-05-10,Kepler-711 b,Kepler-711,Transit,Kepler,1,1,23.58914398,,3.41,,,0,,Published Confirmed,
28897,2016-01-01,2016-05-10,Kepler-712 b,Kepler-712,Transit,Kepler,1,2,21.02247699,,3.41,,,0,,Published Confirmed,
28908,2016-01-01,2016-05-10,Kepler-712 c,Kepler-712,Transit,Kepler,1,2,226.89047,,4.85,,,0,,Published Confirmed,
28919,2016-01-01,2016-05-10,Kepler-713 b,Kepler-713,Transit,Kepler,1,1,7.411141,,2.48,,,0,,Published Confirmed,
28926,2016-01-01,2016-05-10,Kepler-714 b,Kepler-714,Transit,Kepler,1,1,8.09888799,,9.67,,,0,,Published Confirmed,
28939,2016-01-01,2016-05-10,Kepler-715 b,Kepler-715,Transit,Kepler,1,1,10.00652995,,3.75,,,0,,Published Confirmed,
28947,2016-01-01,2016-05-10,Kepler-716 b,Kepler-716,Transit,Kepler,1,2,10.37168453,,2.9,,,0,,Published Confirmed,
28958,2020-01-01,2020-09-03,Kepler-716 c,Kepler-716,Transit,Kepler,1,2,3.96999,,1.393,,,0,,Published Confirmed,
28965,2016-01-01,2016-05-10,Kepler-717 b,Kepler-717,Transit,Kepler,1,1,4.40840023,,2.42,,,0,,Published Confirmed,
28972,2016-01-01,2016-05-10,Kepler-718 b,Kepler-718,Transit,Kepler,1,1,2.0523499,,16.56,,,0,,Published Confirmed,
28982,2016-01-01,2016-05-10,Kepler-719 b,Kepler-719,Transit,Kepler,1,1,5.00731778,,8.52,,,0,,Published Confirmed,
28988,2016-01-01,2016-05-10,Kepler-720 b,Kepler-720,Transit,Kepler,1,1,4.70832654,,8.41,,,0,,Published Confirmed,
29007,2016-01-01,2016-05-10,Kepler-721 b,Kepler-721,Transit,Kepler,1,1,5.39202539,,2.64,,,0,,Published Confirmed,
29010,2016-01-01,2016-05-10,Kepler-722 b,Kepler-722,Transit,Kepler,1,2,4.09357325,,2.63,,,0,,Published Confirmed,
29024,2016-01-01,2016-05-10,Kepler-722 c,Kepler-722,Transit,Kepler,1,2,105.144749,,2.82,,,0,,Published Confirmed,
29032,2016-01-01,2016-05-10,Kepler-723 b,Kepler-723,Transit,Kepler,1,1,4.08227507,,12.19,,,0,,Published Confirmed,
29043,2016-01-01,2016-05-10,Kepler-724 b,Kepler-724,Transit,Kepler,1,1,3.31494634,,3.29,,,0,,Published Confirmed,
29050,2016-01-01,2016-05-10,Kepler-725 b,Kepler-725,Transit,Kepler,1,1,39.64317811,,10.63,,,0,,Published Confirmed,
29062,2016-01-01,2016-05-10,Kepler-726 b,Kepler-726,Transit,Kepler,1,1,21.80451088,,3.26,,,0,,Published Confirmed,
29070,2016-01-01,2016-05-10,Kepler-727 b,Kepler-727,Transit,Kepler,1,1,5.15448442,,2.53,,,0,,Published Confirmed,
29081,2016-01-01,2016-05-10,Kepler-728 b,Kepler-728,Transit,Kepler,1,1,5.74347727,,3.34,,,0,,Published Confirmed,
29086,2016-01-01,2016-05-10,Kepler-729 b,Kepler-729,Transit,Kepler,1,1,3.16635371,,3.58,,,0,,Published Confirmed,
29100,2016-01-01,2019-01-17,Kepler-730 b,Kepler-730,Transit,Kepler,1,2,6.49168281,0.0694,12.33,,1219.0,0,,Published Confirmed,
29106,2018-01-01,2019-01-17,Kepler-730 c,Kepler-730,Transit,Kepler,1,2,2.85188338,0.03997,1.569,,1607.0,0,,Published Confirmed,
29111,2016-01-01,2016-05-10,Kepler-731 b,Kepler-731,Transit,Kepler,1,1,3.85560355,,13.88,,,0,,Published Confirmed,
29120,2016-01-01,2016-05-10,Kepler-732 b,Kepler-732,Transit,Kepler,1,2,9.46781405,,2.18,,,0,,Published Confirmed,
29138,2016-01-01,2016-05-10,Kepler-732 c,Kepler-732,Transit,Kepler,1,2,0.89304124,,1.27,,,0,,Published Confirmed,
29147,2016-01-01,2016-05-10,Kepler-733 b,Kepler-733,Transit,Kepler,1,1,20.83424726,,2.82,,,0,,Published Confirmed,
29156,2016-01-01,2016-05-10,Kepler-734 b,Kepler-734,Transit,Kepler,1,1,6.10485286,,3.56,,,0,,Published Confirmed,
29167,2016-01-01,2016-05-10,Kepler-735 b,Kepler-735,Transit,Kepler,1,1,11.51516988,,2.95,,,0,,Published Confirmed,
29170,2016-01-01,2016-05-10,Kepler-736 b,Kepler-736,Transit,Kepler,1,1,3.60147201,,2.93,,,0,,Published Confirmed,
29187,2016-01-01,2016-05-10,Kepler-737 b,Kepler-737,Transit,Kepler,1,1,28.59915399,,1.96,,,0,,Published Confirmed,
29190,2016-01-01,2016-05-10,Kepler-738 b,Kepler-738,Transit,Kepler,1,1,24.58721573,,2.5,,,0,,Published Confirmed,
29201,2016-01-01,2016-05-10,Kepler-739 b,Kepler-739,Transit,Kepler,1,1,12.53248465,,3.32,,,0,,Published Confirmed,
29215,2013-01-01,2015-01-29,Kepler-74 b,Kepler-74,Transit,Kepler,1,1,7.340711,0.0781,10.76,,1078.0,0,200.22,Published Confirmed,1.7293500642611352
29231,2016-01-01,2016-05-10,Kepler-740 b,Kepler-740,Transit,Kepler,1,1,3.58410122,,4.57,,,0,,Published Confirmed,
29240,2016-01-01,2016-05-10,Kepler-741 b,Kepler-741,Transit,Kepler,1,1,7.03902374,,2.97,,,0,,Published Confirmed,
29252,2016-01-01,2016-05-10,Kepler-742 b,Kepler-742,Transit,Kepler,1,1,8.36086824,,3.24,,,0,,Published Confirmed,
29256,2016-01-01,2016-05-10,Kepler-743 b,Kepler-743,Transit,Kepler,2,1,3.17926292,,1.21,,,0,,Published Confirmed,
29272,2016-01-01,2016-05-10,Kepler-744 b,Kepler-744,Transit,Kepler,1,1,12.06222443,,1.62,,,0,,Published Confirmed,
29281,2016-01-01,2016-05-10,Kepler-745 b,Kepler-745,Transit,Kepler,1,1,9.93143556,,2.16,,,0,,Published Confirmed,
29288,2016-01-01,2016-05-10,Kepler-746 b,Kepler-746,Transit,Kepler,1,1,3.48159251,,1.11,,,0,,Published Confirmed,
29295,2016-01-01,2016-05-10,Kepler-747 b,Kepler-747,Transit,Kepler,1,1,35.61760587,,5.27,,,1,,Published Confirmed,
29304,2016-01-01,2016-05-10,Kepler-748 b,Kepler-748,Transit,Kepler,1,1,7.40742793,,2.52,,,0,,Published Confirmed,
29318,2016-01-01,2016-05-10,Kepler-749 b,Kepler-749,Transit,Kepler,1,1,17.31716585,,3.1,,,0,,Published Confirmed,
29328,2013-01-01,2015-01-29,Kepler-75 b,Kepler-75,Transit,Kepler,1,1,8.8849116,0.0818,11.77,,767.0,0,3209.9,Published Confirmed,23.1706692056544
29333,2016-01-01,2016-05-10,Kepler-750 b,Kepler-750,Transit,Kepler,1,2,9.42887179,,3.07,,,0,,Published Confirmed,
29350,2016-01-01,2016-05-10,Kepler-750 c,Kepler-750,Transit,Kepler,1,2,4.08899022,,1.62,,,0,,Published Confirmed,
29357,2016-01-01,2016-05-10,Kepler-751 b,Kepler-751,Transit,Kepler,1,1,17.44490636,,2.46,,,0,,Published Confirmed,
29362,2016-01-01,2016-05-10,Kepler-752 b,Kepler-752,Transit,Kepler,1,1,18.82747265,,2.81,,,0,,Published Confirmed,
29372,2016-01-01,2016-05-10,Kepler-753 b,Kepler-753,Transit,Kepler,1,1,5.74772501,,1.91,,,0,,Published Confirmed,
29388,2016-01-01,2016-05-10,Kepler-754 b,Kepler-754,Transit,Kepler,1,1,14.5596237,,2.01,,,0,,Published Confirmed,
29397,2016-01-01,2016-05-10,Kepler-755 b,Kepler-755,Transit,Kepler,2,2,1.26909037,,1.76,,,0,,Published Confirmed,
29402,2016-01-01,2016-05-10,Kepler-755 c,Kepler-755,Transit,Kepler,2,2,2.85313364,,1.26,,,0,,Published Confirmed,
29412,2016-01-01,2016-05-10,Kepler-756 b,Kepler-756,Transit,Kepler,1,1,1.22486632,,1.12,,,0,,Published Confirmed,
29419,2016-01-01,2016-05-10,Kepler-757 b,Kepler-757,Transit,Kepler,1,1,1.02267882,,1.36,,,0,,Published Confirmed,
29429,2016-01-01,2016-05-10,Kepler-758 b,Kepler-758,Transit,Kepler,1,4,12.1097104,,2.48,,,0,,Published Confirmed,
29436,2016-01-01,2016-05-10,Kepler-758 c,Kepler-758,Transit,Kepler,1,4,4.75793986,,1.69,,,0,,Published Confirmed,
29445,2016-01-01,2016-05-10,Kepler-758 d,Kepler-758,Transit,Kepler,1,4,20.4966197,,2.12,,,0,,Published Confirmed,
29460,2016-01-01,2016-05-10,Kepler-758 e,Kepler-758,Transit,Kepler,1,4,8.1934719,,1.53,,,0,,Published Confirmed,
29470,2016-01-01,2016-05-10,Kepler-759 b,Kepler-759,Transit,Kepler,1,1,41.805985,,2.27,,,0,,Published Confirmed,
29473,2013-01-01,2015-10-15,Kepler-76 b,Kepler-76,Orbital Brightness Modulation,Kepler,1,1,1.5449298,0.0274,15.244,,2140.0,0,638.8383,Published Confirmed,2.7491159978906237
29493,2016-01-01,2016-05-10,Kepler-760 b,Kepler-760,Transit,Kepler,1,2,8.70419416,,3.06,,,0,,Published Confirmed,
29499,2016-01-01,2016-05-10,Kepler-760 c,Kepler-760,Transit,Kepler,1,2,2.46697439,,1.48,,,0,,Published Confirmed,
29504,2016-01-01,2016-05-10,Kepler-761 b,Kepler-761,Transit,Kepler,1,1,10.12804789,,2.03,,,0,,Published Confirmed,
29524,2016-01-01,2016-05-10,Kepler-762 b,Kepler-762,Transit,Kepler,1,1,3.7705521,,12.68,,,0,,Published Confirmed,
29528,2016-01-01,2016-05-10,Kepler-763 b,Kepler-763,Transit,Kepler,1,3,1.19655156,,1.22,,,0,,Published Confirmed,
29538,2023-01-01,2017-05-08,Kepler-763 c,Kepler-763,Transit,Kepler,1,3,4.09667624,0.0466,1.42,182.9,938.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
29546,2023-01-01,2017-05-08,Kepler-763 d,Kepler-763,Transit,Kepler,1,3,6.50327035,0.0634,1.67,98.81,804.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
29552,2016-01-01,2016-05-10,Kepler-764 b,Kepler-764,Transit,Kepler,1,1,7.33683936,,1.64,,,0,,Published Confirmed,
29564,2016-01-01,2016-05-10,Kepler-765 b,Kepler-765,Transit,Kepler,1,1,27.6655226,,2.43,,,0,,Published Confirmed,
29575,2016-01-01,2016-05-10,Kepler-766 b,Kepler-766,Transit,Kepler,1,1,6.10027804,,3.39,,,0,,Published Confirmed,
29580,2016-01-01,2016-05-10,Kepler-767 b,Kepler-767,Transit,Kepler,1,1,161.5280101,,6.64,,,0,,Published Confirmed,
29593,2016-01-01,2016-05-10,Kepler-768 b,Kepler-768,Transit,Kepler,1,1,11.3910025,,1.79,,,0,,Published Confirmed,
29603,2016-01-01,2016-05-10,Kepler-769 b,Kepler-769,Transit,Kepler,1,2,7.42608998,,2.92,,,0,,Published Confirmed,
29610,2016-01-01,2016-05-10,Kepler-769 c,Kepler-769,Transit,Kepler,1,2,15.9870174,,1.79,,,0,,Published Confirmed,
29626,2013-01-01,2014-05-14,Kepler-77 b,Kepler-77,Transit,Kepler,1,1,3.57878087,0.04501,10.761,,1440.0,0,136.661,Published Confirmed,1.180155763013089
29630,2016-01-01,2016-05-10,Kepler-770 b,Kepler-770,Transit,Kepler,1,3,18.92540274,,2.3,,,0,,Published Confirmed,
29637,2016-01-01,2016-05-10,Kepler-770 c,Kepler-770,Transit,Kepler,1,3,1.47532231,,1.2,,,0,,Published Confirmed,
29651,2016-01-01,2016-05-10,Kepler-770 d,Kepler-770,Transit,Kepler,1,3,4.15244722,,1.4,,,0,,Published Confirmed,
29663,2016-01-01,2016-05-10,Kepler-771 b,Kepler-771,Transit,Kepler,1,1,8.73485836,,1.82,,,0,,Published Confirmed,
29673,2016-01-01,2016-05-10,Kepler-772 b,Kepler-772,Transit,Kepler,1,1,12.99207337,,1.82,,,0,,Published Confirmed,
29678,2016-01-01,2016-05-10,Kepler-773 b,Kepler-773,Transit,Kepler,1,1,3.74910006,,1.43,,,0,,Published Confirmed,
29692,2016-01-01,2016-05-10,Kepler-774 b,Kepler-774,Transit,Kepler,1,1,11.0895723,,3.17,,,0,,Published Confirmed,
29699,2016-01-01,2016-05-10,Kepler-775 b,Kepler-775,Transit,Kepler,1,1,0.97486893,,1.19,,,0,,Published Confirmed,
29706,2016-01-01,2016-05-10,Kepler-776 b,Kepler-776,Transit,Kepler,1,1,4.89718784,,1.28,,,0,,Published Confirmed,
29715,2016-01-01,2016-05-10,Kepler-777 b,Kepler-777,Transit,Kepler,1,1,5.72812599,,1.47,,,0,,Published Confirmed,
29729,2016-01-01,2016-05-10,Kepler-778 b,Kepler-778,Transit,Kepler,1,1,3.75574426,,1.68,,,0,,Published Confirmed,
29735,2016-01-01,2016-05-10,Kepler-779 b,Kepler-779,Transit,Kepler,2,1,7.09714223,,0.92,,,0,,Published Confirmed,
29742,2013-01-01,2023-04-17,Kepler-78 b,Kepler-78,Transit,Kepler,2,1,0.35500745,0.00901,1.201,4070.0,2223.0,0,1.68,Published Confirmed,1.1647246500799708
29755,2016-01-01,2016-05-10,Kepler-780 b,Kepler-780,Transit,Kepler,1,1,0.67737516,,0.89,,,0,,Published Confirmed,
29758,2016-01-01,2016-05-10,Kepler-781 b,Kepler-781,Transit,Kepler,1,1,13.2140732,,2.89,,,0,,Published Confirmed,
29773,2016-01-01,2016-05-10,Kepler-782 b,Kepler-782,Transit,Kepler,1,1,158.6853308,,3.21,,,0,,Published Confirmed,
29778,2016-01-01,2016-05-10,Kepler-783 b,Kepler-783,Transit,Kepler,1,2,4.29264638,,0.78,,,0,,Published Confirmed,
29792,2020-01-01,2020-09-03,Kepler-783 c,Kepler-783,Transit,Kepler,1,2,7.05395,,2.332,,,0,,Published Confirmed,
29793,2016-01-01,2016-05-10,Kepler-784 b,Kepler-784,Transit,Kepler,1,2,31.5922646,,1.58,,,0,,Published Confirmed,
29810,2023-01-01,2017-05-08,Kepler-784 c,Kepler-784,Transit,Kepler,1,2,17.157236,0.1309,1.55,119.87,844.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
29812,2016-01-01,2016-05-10,Kepler-785 b,Kepler-785,Transit,Kepler,1,1,1.97376093,,13.02,,,0,,Published Confirmed,
29831,2016-01-01,2016-05-10,Kepler-786 b,Kepler-786,Transit,Kepler,1,1,53.5293487,,2.43,,,0,,Published Confirmed,
29834,2016-01-01,2016-05-10,Kepler-787 b,Kepler-787,Transit,Kepler,1,1,0.9283105,,1.28,,,0,,Published Confirmed,
29843,2016-01-01,2016-05-10,Kepler-788 b,Kepler-788,Transit,Kepler,1,1,8.39846269,,2.55,,,0,,Published Confirmed,
29853,2016-01-01,2016-05-10,Kepler-789 b,Kepler-789,Transit,Kepler,1,1,8.63847725,,2.12,,,0,,Published Confirmed,
29873,2012-01-01,2016-03-10,Kepler-79 b,Kepler-79,Transit,Kepler,1,4,13.4845,0.117,3.47,,,0,10.9,Published Confirmed,0.9052479465820662
29874,2012-01-01,2016-03-10,Kepler-79 c,Kepler-79,Transit,Kepler,1,4,27.4029,0.187,3.72,,,0,5.9,Published Confirmed,0.4263498670366517
29888,2014-01-01,2016-03-10,Kepler-79 d,Kepler-79,Transit,Kepler,1,4,52.0902,0.287,7.16,,,0,6.0,Published Confirmed,0.1170375456446428
29913,2014-01-01,2016-03-10,Kepler-79 e,Kepler-79,Transit,Kepler,1,4,81.0659,0.386,3.49,,,0,4.1,Published Confirmed,0.336614641915912
29916,2016-01-01,2016-05-10,Kepler-790 b,Kepler-790,Transit,Kepler,1,1,13.73469807,,2.18,,,0,,Published Confirmed,
29925,2016-01-01,2016-05-10,Kepler-791 b,Kepler-791,Transit,Kepler,1,1,14.5539759,,3.05,,,0,,Published Confirmed,
29939,2016-01-01,2016-05-10,Kepler-792 b,Kepler-792,Transit,Kepler,1,1,11.30119217,,1.96,,,0,,Published Confirmed,
29947,2016-01-01,2016-05-10,Kepler-793 b,Kepler-793,Transit,Kepler,1,1,4.24153639,,1.37,,,0,,Published Confirmed,
29954,2016-01-01,2016-05-10,Kepler-794 b,Kepler-794,Transit,Kepler,1,1,11.13125132,,2.11,,,0,,Published Confirmed,
29963,2016-01-01,2016-05-10,Kepler-795 b,Kepler-795,Transit,Kepler,2,1,29.6193421,,1.68,,,0,,Published Confirmed,
29976,2016-01-01,2016-05-10,Kepler-796 b,Kepler-796,Transit,Kepler,1,1,6.40087618,,1.3,,,0,,Published Confirmed,
29986,2016-01-01,2016-05-10,Kepler-797 b,Kepler-797,Transit,Kepler,1,1,27.07237711,,2.17,,,0,,Published Confirmed,
29995,2016-01-01,2016-05-10,Kepler-798 b,Kepler-798,Transit,Kepler,1,1,13.71933369,,2.39,,,0,,Published Confirmed,
30001,2016-01-01,2016-05-10,Kepler-799 b,Kepler-799,Transit,Kepler,1,2,133.4605235,,6.88,,,0,,Published Confirmed,
30017,2021-01-01,2021-12-05,Kepler-799 c,Kepler-799,Transit,Kepler,1,2,15.19419956,,2.781,,,0,,Published Confirmed,
30019,2010-01-01,2015-10-15,Kepler-8 b,Kepler-8,Transit,Kepler,1,1,3.5224991,0.0474,15.872,,1680.0,0,187.5197,Published Confirmed,0.7443609644545477
30044,2012-01-01,2016-08-04,Kepler-80 b,Kepler-80,Transit,Kepler,1,6,7.05246,0.0648,2.67,,,0,6.93,Published Confirmed,0.9720994823885871
30049,2012-01-01,2016-08-04,Kepler-80 c,Kepler-80,Transit,Kepler,1,6,9.52355,0.0792,2.74,,,0,6.74,Published Confirmed,0.8977569396345039
30068,2014-01-01,2016-08-04,Kepler-80 d,Kepler-80,Transit,Kepler,1,6,3.07222,0.0372,1.53,,,0,6.75,Published Confirmed,2.883506343713956
30080,2014-01-01,2016-08-04,Kepler-80 e,Kepler-80,Transit,Kepler,1,6,4.64489,0.0491,1.6,,,0,4.13,Published Confirmed,1.61328125
30084,2016-01-01,2016-08-04,Kepler-80 f,Kepler-80,Transit,Kepler,1,6,0.9867873,0.0175,1.21,,,0,,Published Confirmed,
30094,2017-01-01,2017-12-14,Kepler-80 g,Kepler-80,Transit,Kepler,1,6,14.64558,,1.13,,418.0,0,,Published Confirmed,
30101,2016-01-01,2016-05-10,Kepler-800 b,Kepler-800,Transit,Kepler,1,1,14.13176026,,2.85,,,0,,Published Confirmed,
30109,2016-01-01,2016-05-10,Kepler-801 b,Kepler-801,Transit,Kepler,1,1,11.41928253,,2.0,,,0,,Published Confirmed,
30118,2016-01-01,2016-05-10,Kepler-802 b,Kepler-802,Transit,Kepler,1,1,40.0587473,,3.54,,,0,,Published Confirmed,
30127,2016-01-01,2016-05-10,Kepler-803 b,Kepler-803,Transit,Kepler,1,1,50.28638192,,3.79,,,0,,Published Confirmed,
30140,2016-01-01,2016-05-10,Kepler-804 b,Kepler-804,Transit,Kepler,1,2,14.37457351,,1.94,,,0,,Published Confirmed,
30147,2016-01-01,2016-05-10,Kepler-804 c,Kepler-804,Transit,Kepler,1,2,9.65185017,,1.14,,,0,,Published Confirmed,
30154,2016-01-01,2016-05-10,Kepler-805 b,Kepler-805,Transit,Kepler,1,1,30.8638931,,2.89,,,0,,Published Confirmed,
30164,2016-01-01,2016-05-10,Kepler-806 b,Kepler-806,Transit,Kepler,1,1,8.09219642,,1.14,,,0,,Published Confirmed,
30175,2016-01-01,2016-05-10,Kepler-808 b,Kepler-808,Transit,Kepler,1,1,0.63133235,,1.46,,,0,,Published Confirmed,
30188,2016-01-01,2016-05-10,Kepler-809 b,Kepler-809,Transit,Kepler,1,1,55.63934,,3.01,,,0,,Published Confirmed,
30205,2012-01-01,2014-05-14,Kepler-81 b,Kepler-81,Transit,Kepler,1,3,5.955,,2.42,,,0,,Published Confirmed,
30218,2012-01-01,2014-05-14,Kepler-81 c,Kepler-81,Transit,Kepler,1,3,12.04,,2.37,,,0,,Published Confirmed,
30229,2014-01-01,2014-05-14,Kepler-81 d,Kepler-81,Transit,Kepler,1,3,20.837846,0.128,1.21,,,0,,Published Confirmed,
30234,2016-01-01,2016-05-10,Kepler-810 b,Kepler-810,Transit,Kepler,1,1,4.59725385,,1.93,,,0,,Published Confirmed,
30252,2016-01-01,2016-05-10,Kepler-811 b,Kepler-811,Transit,Kepler,1,1,23.58447697,,2.7,,,0,,Published Confirmed,
30255,2016-01-01,2016-05-10,Kepler-812 b,Kepler-812,Transit,Kepler,1,1,10.11716531,,3.55,,,0,,Published Confirmed,
30267,2016-01-01,2016-05-10,Kepler-813 b,Kepler-813,Transit,Kepler,1,1,19.12947337,,2.14,,,0,,Published Confirmed,
30275,2016-01-01,2016-05-10,Kepler-814 b,Kepler-814,Transit,Kepler,1,1,6.1469851,,2.12,,,0,,Published Confirmed,
30289,2016-01-01,2016-05-10,Kepler-815 b,Kepler-815,Transit,Kepler,1,1,8.57503552,,4.11,,,0,,Published Confirmed,
30293,2016-01-01,2016-05-10,Kepler-816 b,Kepler-816,Transit,Kepler,1,1,10.50682565,,10.24,,,0,,Published Confirmed,
30306,2016-01-01,2016-05-10,Kepler-817 b,Kepler-817,Transit,Kepler,1,1,3.99010623,,9.03,,,0,,Published Confirmed,
30316,2016-01-01,2016-05-10,Kepler-818 b,Kepler-818,Transit,Kepler,1,1,10.03538581,,5.11,,,0,,Published Confirmed,
30327,2016-01-01,2016-05-10,Kepler-819 b,Kepler-819,Transit,Kepler,1,1,33.1995648,,2.76,,,0,,Published Confirmed,
30336,2012-01-01,2019-07-25,Kepler-82 b,Kepler-82,Transit,Kepler,1,5,26.44,0.1683,4.07,,,0,12.15,Published Confirmed,0.7334786204565075
30354,2012-01-01,2019-07-25,Kepler-82 c,Kepler-82,Transit,Kepler,1,5,51.54,0.2626,5.34,,,0,13.9,Published Confirmed,0.4874524821501213
30361,2014-01-01,2014-05-14,Kepler-82 d,Kepler-82,Transit,Kepler,1,5,2.382961,0.034,1.77,,,0,,Published Confirmed,
30373,2014-01-01,2014-05-14,Kepler-82 e,Kepler-82,Transit,Kepler,1,5,5.902206,0.063,2.47,,,0,,Published Confirmed,
30379,2016-01-01,2016-05-10,Kepler-820 b,Kepler-820,Transit,Kepler,1,1,127.8338098,,6.09,,,0,,Published Confirmed,
30391,2016-01-01,2016-05-10,Kepler-821 b,Kepler-821,Transit,Kepler,1,1,1.92279873,,1.31,,,0,,Published Confirmed,
30397,2016-01-01,2016-05-10,Kepler-822 b,Kepler-822,Transit,Kepler,1,1,3.22296927,,1.77,,,0,,Published Confirmed,
30405,2016-01-01,2016-05-10,Kepler-823 b,Kepler-823,Transit,Kepler,1,1,4.16809082,,1.57,,,0,,Published Confirmed,
30418,2016-01-01,2016-05-10,Kepler-824 b,Kepler-824,Transit,Kepler,1,1,4.51436633,,1.87,,,0,,Published Confirmed,
30429,2016-01-01,2016-05-10,Kepler-825 b,Kepler-825,Transit,Kepler,1,2,3.77360059,,1.53,,,0,,Published Confirmed,
30435,2016-01-01,2016-05-10,Kepler-825 c,Kepler-825,Transit,Kepler,1,2,8.1818246,,1.84,,,0,,Published Confirmed,
30444,2016-01-01,2016-05-10,Kepler-826 b,Kepler-826,Transit,Kepler,1,1,4.48758907,,1.25,,,0,,Published Confirmed,
30457,2016-01-01,2016-05-10,Kepler-827 b,Kepler-827,Transit,Kepler,1,1,51.92927591,,5.63,,,0,,Published Confirmed,
30463,2016-01-01,2016-05-10,Kepler-828 b,Kepler-828,Transit,Kepler,1,1,0.56785714,,1.51,,,0,,Published Confirmed,
30476,2016-01-01,2016-05-10,Kepler-829 b,Kepler-829,Transit,Kepler,1,1,6.88337562,,2.11,,,0,,Published Confirmed,
30484,2012-01-01,2014-05-14,Kepler-83 b,Kepler-83,Transit,Kepler,2,3,9.77,,2.83,,,0,,Published Confirmed,
30498,2012-01-01,2014-05-14,Kepler-83 c,Kepler-83,Transit,Kepler,2,3,20.09,,2.36,,,0,,Published Confirmed,
30510,2014-01-01,2014-05-14,Kepler-83 d,Kepler-83,Transit,Kepler,2,3,5.169796,0.051,1.94,,,0,,Published Confirmed,
